Name_ID,Rating_ID,Comments,Specialist_ID,Address
VSS Pet Clinic,2.8,Good,Veterinary Doctors,"  No.10, Balaji Nagar , villianur main road, Marie Oulgaret, Pondicherry - 605009"
PONDY PET Stores & PET CARE,4.9,Excellent,Veterinary Doctors,"  No. 56, Maraimalai Adigal Salai, Pondicherry - 605001, Near passport office"
Tamizh Medicals - Pet Care,4.9,Excellent,Veterinary Doctors,"  21/2, Balar palli street,, Pipdic Main Road, Mettupalayam, Pondicherry - 605009, Near Veterinary Hospital,mettupalayam"
Sathya Sai Veterinary Clini..,4.8,Excellent,Veterinary Doctors,"  317, Ground Floor, Mahathma Gandhi Road, Muthialpet, Pondicherry - 605003, Opposite to Kovai Pazhamudhir Nilayam"
Vige.dr,4.8,Excellent,Veterinary Doctors,"  No 12, 23rd Cross, Lawspet Pondicherry, Pondicherry - 605008, Near Cluney School, Avvai Nagar"
Veterinary Practitioners,4.9,Excellent,Veterinary Doctors,"  9th cross, teachers colony, Moolakulam, Pondicherry - 605010, near christ college"
Veterinary,4.1,Excellent,Veterinary Doctors,"  Muthialpet, Pondicherry - 605003"
Dietician Madhavi Kortis Di..,0,Very Poor,Nutritionist,"  C 42, Staff Quarters, Aravind Eye Hospital, Pondicherry, Puducherry, Pondicherry - 605001"
Vestige,0,Very Poor,Nutritionist,"  24, Puducherry, V O C Street, Pondicherry - 605001, Near Old Bus Stand"
Amway Abo Nutrilite & Artis..,0,Very Poor,Nutritionist,"  Kothari Nagar, Karaikal - 609605 (Also serves PONDICHERRY)"
Chaithanya Ayurveda & Siddh..,4.9,Excellent,Ayurvedic Doctors,"  No 96, S V Patel Salai, Pondicherry - 605001, Zamindhar Garden"
Dharmarajan Vaidya Salai,3.6,Very good,Ayurvedic Doctors,"  No 278-A, Maraimalai Adigal Salai, Kosapalayam, Pondicherry - 605013, Near New Bus Stop Near Nellithopu Signal"
Neomed Hospital(Dr Sivabala..,0.5,Very Poor,Ayurvedic Doctors,"  no 58b bharathi street thiruvalluvar nagar, Bharathi Street-venkata Nagar, Pondicherry - 605003"
Thirumoolar Siddha Vaithya ..,5.0,Excellent,Ayurvedic Doctors,"  No 3 F9, Thattanchavadi, Pondicherry - 605009, Vvp Nagar"
Sri Narayana Ayurvedic Clin..,5.0,Excellent,Ayurvedic Doctors,"  No 71, kosakadai Street, Puducherry H O, Pondicherry - 605001"
Dr. Joy Emanuel,5.0,Excellent,Ayurvedic Doctors,"  No 18 Chaithanya Ayurveda & Siddha Hospital, S V Patel Salai, Pondicherry - 605001, Zamindhar Garden"
Dr. Ramasamy (Dabur Ayurved..,5.0,Excellent,Ayurvedic Doctors,"  C/o Dabur Ayurvedic Centre,Door No 154/156 Shop No 5 & 6, Mission Street, Pondicherry - 605001"
Herbocare Hospital Pvt Ltd,4.3,Excellent,Ayurvedic Doctors,"  No 11, 1st Street, Pondicherry - 605001, Near Muruga Theatre Bus Stop & Old Collector Office, Gnanaprakasam Nagar"
Dr. Mn Muralidharan,4.4,Excellent,Ayurvedic Doctors,  Pondicherry - 605001
Sri Brammam Siddha Hospital..,5.0,Excellent,Ayurvedic Doctors,"  No 18, Vallinoor Salai, Nellithope, Pondicherry - 605005, Yelaipillaichavadi"
Aeon Ayush Clinic,4.5,Excellent,Ayurvedic Doctors,"  No.8, Ground Floor, Bajanaimadam Street, Ellaipillaichavady, Pondicherry - 605005, Near Indra Gandhi Signal"
Relax Kerala Ayurveda,4.3,Excellent,Ayurvedic Doctors,"  No 21, Aurobindo Street, Pondicherry - 605001, Besides Calve College"
Aayush Health Care Centre,4.4,Excellent,Ayurvedic Doctors,"  No 60, Perumalnaidu Street, Muthialpet, Pondicherry - 605003, Near Muthialpet Market Bus Stop"
Viroga Ayurvedic Clinic And..,4.9,Excellent,Ayurvedic Doctors,"  No 11 5th cross, Gnanaprakashan Nagar, Lawspet, Pondicherry - 605008, Opposite Filo Hotel"
Dr. Rajarathinam r,4.5,Excellent,Ayurvedic Doctors,"  Grr Complex, Maraimalai Adigal Salai, Pondicherry - 605001"
Dr. Dharmarajan N (dharmara..,4.3,Excellent,Ayurvedic Doctors,"  No 278-A, Maraimalai Adigal Salai, Kosapalayam, Pondicherry - 605013"
Kottakkal Arya Vaidya Salai,4.0,Very good,Ayurvedic Doctors,"  No 374-376, M G Road, Pondicherry - 605001, Near Petit Canal Street Cutting"
Santhigiri Ayurveda & Siddh..,4.1,Excellent,Ayurvedic Doctors,"  No 6 B Block Devi Appartments, S V Patel Salai, Pondicherry - 605001, near achiyar school"
Dr. Padmavathamma s,5.0,Excellent,Ayurvedic Doctors,"  No 41 Jyothi Ayurveda Vaidyasala And Panchakarma Centre, Lenin Street, Kosapalayam, Pondicherry - 605013, Near Krishna Nursing Home"
Shree Varma Hospitals,3.7,Very good,Ayurvedic Doctors,"  No 12, Goubert Avenue, Pondicherry - 605001, Beach Road"
Relax Kerala Ayurveda,4.3,Excellent,Hair Fall Treatment Doctors,"  No 21, Aurobindo Street, Pondicherry - 605001, Besides Calve College"
Aeon Ayush Clinic,4.5,Excellent,Hair Fall Treatment Doctors,"  No.8, Ground Floor, Bajanaimadam Street, Ellaipillaichavady, Pondicherry - 605005, Near Indra Gandhi Signal"
drmongaclinic.com,3.8,Very good,Hair Fall Treatment Doctors,"  20, Basement, Lajpat Nagar 4, Delhi - 110024, Near Moolchand Metro Station (Also serves PONDICHERRY)"
Dr. Avin (psychiatrist),3.1,Very good,Alcoholic Deaddiction,"  NO. 251, LENIN STREET,, Kosapalayam, Pondicherry - 605013, OPP. BEST NEEDS, NEAR GUARANTEE LAB"
PELICAN Pondicherry Endosco..,0,Very Poor,Alcoholic Deaddiction,"  42/3, 100 feet road, Mudaliarpet, Pondicherry - 605004, between RTO office and Sunway GRT Grand hotel"
PONDY PET Stores & PET CARE,4.9,Excellent,Veterinary Doctors,"  No. 56, Maraimalai Adigal Salai, Pondicherry - 605001, Near passport office"
Sathya Sai Veterinary Clini..,4.8,Excellent,Veterinary Doctors,"  317, Ground Floor, Mahathma Gandhi Road, Muthialpet, Pondicherry - 605003, Opposite to Kovai Pazhamudhir Nilayam"
Vige.dr,4.8,Excellent,Veterinary Doctors,"  No 12, 23rd Cross, Lawspet Pondicherry, Pondicherry - 605008, Near Cluney School, Avvai Nagar"
